ID,Text,Translation
9330,"Let's start with a Power Accumulator - it allows you to store power for nighttime or emergencies. Keep in mind that accumulators have a capped maximum output so a single one may not be enough to power all Buildings at night.

<goal>Construct a Power Accumulator and connect it to the Power grid.

<hint>You may want to construct some additional Solar Panels and Wind Turbines in advance to sustain the base expansion.","Hãy bắt đầu với bộ tích lũy điện - nó cho phép bạn lưu trữ điện năng vào ban đêm hoặc trường hợp khẩn cấp. Hãy nhớ rằng bộ tích lũy có công suất tối đa giới hạn, vì vậy một bộ tích lũy có thể không đủ để cung cấp năng lượng cho tất cả công trình vào ban đêm.

<goal>Xây bộ tích lũy điện và kết nối nó với lưới điện.

<hint>Bạn có thể muốn xây trước một số năng lượng mặt trời và tua bin gió bổ sung để duy trì việc mở rộng cơ sở."
5206,Power Accumulators,Bộ tích lũy điện
9329,The supplies from Earth have arrived and we can use them to expand the base.,Nguồn cung cấp từ Trái đất đã đến và chúng ta có thể sử dụng chúng để mở rộng căn cứ.
9333,"Let us build a Water Extractor near the deposit. All Extractors must be placed near a deposit of the corresponding type. Remember to then connect it with Power. You may also have to build more Power producers to generate the required Power.

<goal>Construct and power a Water Extractor.","Hãy để chúng ta xây Máy chiết xuất nước gần trầm tích. Tất cả bộ chiết xuất phải được đặt gần trầm tích của loại tương ứng. Hãy nhớ sau đó kết nối nó với điện. Bạn cũng có thể phải xây dựng thêm nhà sản xuất điện để tạo ra điện cần thiết.

<goal>Xây và cấp điện cho máy chiết xuất nước."
9331,Extracting Water,Máy chiết xuất nước
9332,Water is essential for a sustainable Martian colony. Fortunately there is a Water deposit nearby.,Nước cần thiết cho căn cứ bền vững trên sao Hỏa. May mắn thay có trầm tích nước gần đó.
9335,"We will need Water for Domes, Farming and Polymer production but for now we don't have any of that so we can store some water in a Water Tower. Storages are important safety measures for your colony as they will provide Water, Oxygen or Power in the case of a producer breaking down or ceasing operation during a disaster.

<goal>Construct a Water Tower and connect it to the Water Extractor with Pipes.","Chúng ta sẽ cần nước cho mái vòm, nông nghiệp và Polyme nhưng hiện tại chúng ta không có bất kỳ thứ gì trong số đó để chúng ta có thể tích trữ một ít nước trong tháp nước. Kho lưu trữ là biện pháp an toàn quan trọng cho căn cứ của bạn vì chúng sẽ cung cấp nước, ôxy hoặc điện trong trường hợp nhà sản xuất phá sản hoặc ngừng hoạt động trong thảm họa.

<goal>Xây tháp nước và kết nối nó với máy chiết xuất nước bằng đường ống."
9334,The Water Extractor is ready but we don't have a storage for the Water it will extract.,Máy chiết xuất nước đã sẵn sàng nhưng chúng ta không có bộ lưu trữ cho nước mà nó sẽ chiết xuất.
9337,"Domes are large superstructures that house Colonists. You can construct many buildings inside Domes. Some of them will require Colonists as workforce. Domes have limited space but can be connected via Passages to form larger systems.

Remember to use the RC Transport to mine Metals and to call resupply Rockets if you need Advanced resources to finish the Dome.

<goal>Construct a Basic Dome. This will take a long time so you might wish to speed things up with the speed controls.","Mái vòm là cấu trúc thượng tầng lớn chứa cư dân. Bạn có thể xây nhiều công trình bên trong Mái vòm. Một trong số chúng sẽ yêu cầu cư dân làm lực lượng lao động. Mái vòm có không gian hạn chế nhưng có thể được kết nối thông qua Hành lang để tạo thành hệ thống lớn hơn.

Hãy nhớ sử dụng phương tiện vận chuyển RC để khai thác Kim loại và gọi tên lửa tiếp tế nếu bạn cần Tài nguyên nâng cao để hoàn thành Mái vòm.

<goal>Xây mái vòm cơ bản. Việc này sẽ mất nhiều thời gian nên bạn có thể muốn tăng tốc mọi thứ bằng nút điều khiển tốc độ."
9336,The time has finally come to build the first Dome that will house our Colonists.,Cuối cùng cũng đã đến lúc xây mái vòm đầu tiên - nơi chứa cư dân của chúng ta.
9340,"Domes require life-support. Namely Water, Power and Oxygen. Connect the Dome to the existing Power and Water infrastructure. You may need to build additional Power producers.

For Oxygen you will need to construct a MOXIE - a device that extracts Oxygen from the carbon dioxide in the Martian atmosphere. Once the MOXIE is ready and powered up connect it to the Dome with Pipes. It may be wise to build an Oxygen Storage as well.

<goal>Provide Water, Power and Oxygen to the Dome.","Mái vòm yêu cầu hỗ trợ sự sống. Cụ thể là nước, điện và ôxy. Kết nối mái vòm với cơ sở hạ tầng điện và nước hiện có. Bạn có thể cần phải xây dựng nhà sản xuất điện bổ sung.

Đối với ôxy, bạn sẽ cần chế tạo MOXIE - một thiết bị chiết xuất ôxy từ carbon dioxide trong khí quyển sao Hỏa. Khi MOXIE đã sẵn sàng và được cấp điện, hãy kết nối nó với mái vòm bằng ống. Cũng có thể là khôn ngoan khi xây kho lưu trữ ôxy.

<goal>Cung cấp nước, điện và ôxy cho mái vòm."
9338,"Domes - Water, Power and Oxygen","Mái vòm - nước, điện và ôxy"
9339,"The Dome is complete but we have to supply it with Water, Power and Oxygen before we can use it.","Mái vòm đã hoàn thành nhưng chúng ta phải cung cấp nước, điện và ôxy cho nó trước khi có thể sử dụng."
9343,"Play Next Tutorial - ""Colonists""","Chơi hướng dẫn tiếp theo - ""Cư dân"""
9342,"You have learned how to handle Power, Water and Oxygen, as well as how building maintenance works. You are ready to setup a basic colony, ready to accept the first human pioneers on Mars.

The next tutorial deals with Colonists and their needs. You can continue to it now or simply start a new game and return later when you are ready to learn more.","Bạn đã học cách xử lý điện, nước và ôxy, cũng như cách bảo trì công trình hoạt động. Bạn đã sẵn sàng để thiết lập căn cứ cơ bản, sẵn sàng tiếp nhận những người tiên phong đầu tiên của con người trên sao Hỏa.

Hướng dẫn tiếp theo đề cập đến cư dân và nhu cầu của họ. Bạn có thể tiếp tục trò chơi ngay bây giờ hoặc chỉ cần bắt đầu trò chơi mới và quay lại sau khi bạn đã sẵn sàng tìm hiểu thêm."
9341,Well done! You have completed the simulation successfully.,Làm tốt! Bạn đã hoàn thành mô phỏng thành công.
9346,"Everything done beforehand was a prelude to this very moment – the arrival of The Founders. 

Our first Colonists are called Founders. After they set foot on Mars, a trial period meant to test how humans fare on Mars will begin. No more Colonists will arrive from Earth until the Founder stage ends. Be careful, if all of your Colonists die during this period the mission will be terminated. 

Best of luck, Commander!","Mọi thứ được thực hiện trước đó là khúc dạo đầu cho chính thời điểm này - sự xuất hiện của Người sáng lập.

Cư dân đầu tiên của chúng ta được gọi là Người sáng lập. Sau khi họ đặt chân lên sao Hỏa, một giai đoạn thử nghiệm nhằm kiểm tra cách con người đi lên sao Hỏa sẽ bắt đầu. Sẽ không có thêm cư dân nào đến từ Trái đất cho đến khi giai đoạn Người sáng lập kết thúc. Hãy cẩn thận, nếu tất cả cư dân của bạn chết trong thời gian này, nhiệm vụ sẽ bị chấm dứt.

Chúc may mắn, chỉ huy!"
9344,The Founders,Người sáng lập
9345,"Welcome back, Commander! In this tutorial you will finally familiarize yourself with the challenges of sustaining a society on Mars.","Chào mừng trở lại, Chỉ huy! Trong hướng dẫn này, cuối cùng bạn sẽ tự làm quen với những thách thức trong việc duy trì một xã hội trên sao Hỏa."
9349,"Living Complexes are built inside the Dome. The space within the Dome is limited, so each building has to be carefully planned.

<goal>Construct a Living Complex at the indicated location.","Quần thể sống được xây dựng bên trong mái vòm. Không gian bên trong mái vòm có hạn, vì vậy mỗi công trình phải được lên kế hoạch cẩn thận.

<goal>Xây khu phức hợp sống tại vị trí được chỉ định."
9348,The foundations for bringing your first Colonists have already been laid down. One of the final things left to do is to provide the Founders with living space.,Nền tảng để đưa cư dân đầu tiên của bạn đã được đặt ra. Một trong những điều cuối cùng còn lại phải làm là cung cấp không gian sống cho Nhà sáng lập.
9351,<goal>Order a Passenger Rocket from the Resupply screen.,<goal>Đặt hàng tên lửa chở khách từ màn hình tiếp tế.
